               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.028677,           0.0098796,            0.005212,             0.98002,                   1,               0.995,             0.79339,            0.017638,           0.0046246,           0.0015591,            0.005116,            0.005116,            0.005116
                 150,            0.027518,            0.010463,           0.0044755,             0.98486,                   1,               0.995,             0.78966,             0.01981,           0.0045583,           0.0015239,            0.005083,            0.005083,            0.005083
                 151,            0.028872,            0.010848,            0.004266,             0.98623,                   1,               0.995,             0.76657,            0.019437,           0.0044799,           0.0014458,             0.00505,             0.00505,             0.00505
                 152,            0.026372,           0.0099432,           0.0048542,             0.98357,                   1,               0.995,             0.76356,            0.019109,           0.0044999,           0.0014214,            0.005017,            0.005017,            0.005017
                 153,            0.027028,            0.010177,           0.0055002,             0.98429,                   1,               0.995,              0.7998,            0.018315,            0.004377,           0.0014249,            0.004984,            0.004984,            0.004984
                 154,            0.025975,           0.0099883,           0.0039729,              0.9852,                   1,               0.995,             0.76785,            0.020671,           0.0043826,           0.0014791,            0.004951,            0.004951,            0.004951
                 155,            0.026818,           0.0098551,           0.0045189,             0.98261,                   1,               0.995,             0.71191,             0.02373,           0.0046016,           0.0015627,            0.004918,            0.004918,            0.004918
                 156,            0.025109,            0.010017,           0.0058262,             0.98378,                   1,               0.995,             0.76698,            0.022179,           0.0045166,           0.0015058,            0.004885,            0.004885,            0.004885
                 157,            0.025895,           0.0094639,           0.0045237,             0.98313,                   1,               0.995,             0.77761,            0.017373,            0.004411,           0.0012931,            0.004852,            0.004852,            0.004852
                 158,            0.026409,            0.010004,           0.0039779,             0.98206,                   1,               0.995,             0.80599,            0.017499,           0.0043484,           0.0012191,            0.004819,            0.004819,            0.004819
                 159,            0.025629,            0.010138,           0.0053884,             0.98299,                   1,               0.995,             0.74274,            0.019894,           0.0044673,             0.00118,            0.004786,            0.004786,            0.004786
                 160,            0.027616,           0.0092697,             0.00465,             0.98562,                   1,               0.995,             0.78698,            0.017816,           0.0043577,           0.0011873,            0.004753,            0.004753,            0.004753
                 161,            0.028088,           0.0097983,           0.0063331,             0.98412,                   1,               0.995,             0.80259,            0.017138,           0.0043518,           0.0012314,             0.00472,             0.00472,             0.00472
                 162,             0.02572,            0.009923,           0.0046089,             0.98207,                   1,               0.995,             0.76675,            0.020312,           0.0043405,           0.0010963,            0.004687,            0.004687,            0.004687
                 163,            0.026625,            0.010739,           0.0045983,             0.98161,                   1,               0.995,             0.74772,            0.018889,           0.0043919,           0.0010491,            0.004654,            0.004654,            0.004654
                 164,            0.025418,            0.010538,           0.0037998,             0.98149,                   1,               0.995,             0.76468,            0.018125,           0.0043579,           0.0010254,            0.004621,            0.004621,            0.004621
                 165,            0.025395,           0.0098715,           0.0048083,             0.98064,                   1,               0.995,             0.77578,            0.018845,           0.0043929,            0.001026,            0.004588,            0.004588,            0.004588
                 166,            0.026325,           0.0096991,           0.0047799,             0.98041,                   1,               0.995,             0.73032,            0.019205,           0.0043645,           0.0010571,            0.004555,            0.004555,            0.004555
                 167,            0.027622,           0.0094275,           0.0056106,             0.98118,                   1,               0.995,             0.81855,             0.01769,           0.0042537,           0.0011541,            0.004522,            0.004522,            0.004522
                 168,            0.026101,            0.010324,           0.0048676,             0.98157,                   1,               0.995,             0.80432,            0.017256,           0.0045434,           0.0011946,            0.004489,            0.004489,            0.004489
                 169,            0.024819,           0.0099238,            0.004053,             0.98106,                   1,               0.995,             0.79042,            0.018086,           0.0047775,           0.0012156,            0.004456,            0.004456,            0.004456
                 170,            0.026232,           0.0096551,           0.0042043,             0.98258,                   1,               0.995,              0.8064,            0.017509,           0.0046999,           0.0012515,            0.004423,            0.004423,            0.004423
                 171,            0.026062,              0.0102,           0.0038198,             0.98184,                   1,               0.995,              0.8286,            0.015748,           0.0043184,           0.0013239,             0.00439,             0.00439,             0.00439
                 172,            0.027779,            0.010452,           0.0061107,              0.9816,                   1,               0.995,             0.81566,            0.016231,           0.0042293,           0.0013161,            0.004357,            0.004357,            0.004357
                 173,            0.024433,           0.0097291,           0.0045859,             0.98277,                   1,               0.995,             0.76983,            0.017802,           0.0043242,           0.0012647,            0.004324,            0.004324,            0.004324
                 174,            0.027623,           0.0094882,            0.003898,             0.98328,                   1,               0.995,             0.81394,            0.016141,           0.0041705,           0.0012112,            0.004291,            0.004291,            0.004291
                 175,            0.024898,           0.0092454,           0.0034517,             0.98325,                   1,               0.995,             0.81651,            0.016245,           0.0042432,           0.0011157,            0.004258,            0.004258,            0.004258
                 176,            0.025404,            0.010155,            0.004344,             0.98423,                   1,               0.995,             0.80333,            0.016643,           0.0041491,           0.0010648,            0.004225,            0.004225,            0.004225
                 177,            0.025356,            0.010072,           0.0045795,             0.98224,                   1,               0.995,             0.80923,            0.016486,           0.0042164,           0.0010203,            0.004192,            0.004192,            0.004192
                 178,            0.025649,            0.009182,           0.0040058,               0.981,                   1,               0.995,              0.7978,            0.016108,            0.004265,           0.0010289,            0.004159,            0.004159,            0.004159
                 179,            0.025727,           0.0093277,           0.0036515,              0.9796,                   1,               0.995,              0.7899,            0.016999,           0.0043841,           0.0010809,            0.004126,            0.004126,            0.004126
                 180,            0.026295,           0.0095501,           0.0047761,             0.97784,                   1,               0.995,             0.82079,             0.01612,           0.0042644,           0.0010738,            0.004093,            0.004093,            0.004093
                 181,            0.025134,           0.0090382,           0.0034651,              0.9765,                   1,               0.995,              0.7864,            0.018095,            0.004233,           0.0010147,             0.00406,             0.00406,             0.00406
                 182,            0.024703,           0.0093463,           0.0040081,             0.97599,                   1,               0.995,             0.83792,             0.01775,           0.0041989,           0.0010373,            0.004027,            0.004027,            0.004027
                 183,            0.024524,           0.0098618,            0.003829,             0.97468,                   1,               0.995,             0.75798,            0.018454,           0.0042728,           0.0010986,            0.003994,            0.003994,            0.003994
                 184,            0.024704,           0.0094884,           0.0042867,             0.97567,                   1,               0.995,             0.78493,            0.016803,           0.0041548,           0.0010916,            0.003961,            0.003961,            0.003961
                 185,             0.02603,           0.0088285,           0.0041605,             0.97668,                   1,               0.995,             0.79663,             0.01671,           0.0041651,           0.0010682,            0.003928,            0.003928,            0.003928
                 186,            0.024319,            0.010396,           0.0040889,             0.97885,                   1,               0.995,             0.79916,            0.014999,           0.0040937,             0.00103,            0.003895,            0.003895,            0.003895
                 187,            0.024956,           0.0092052,           0.0041705,             0.98261,                   1,               0.995,             0.83183,            0.015539,           0.0040581,          0.00097167,            0.003862,            0.003862,            0.003862
                 188,            0.024902,           0.0086485,           0.0043513,              0.9817,                   1,               0.995,             0.79451,            0.018044,           0.0041034,          0.00097604,            0.003829,            0.003829,            0.003829
                 189,            0.023816,           0.0091122,           0.0049521,              0.9811,                   1,               0.995,             0.76355,            0.018043,           0.0041171,          0.00097225,            0.003796,            0.003796,            0.003796
                 190,             0.02271,           0.0092355,           0.0024406,             0.98467,                   1,               0.995,             0.82009,            0.017184,           0.0040643,          0.00098627,            0.003763,            0.003763,            0.003763
                 191,             0.02552,           0.0092534,           0.0039802,             0.98528,                   1,               0.995,             0.80353,            0.016424,           0.0040645,          0.00094471,             0.00373,             0.00373,             0.00373
                 192,            0.025049,           0.0090413,           0.0032036,             0.98481,                   1,               0.995,             0.80186,            0.016324,           0.0040815,          0.00096009,            0.003697,            0.003697,            0.003697
                 193,            0.024878,           0.0098748,           0.0034867,             0.98298,                   1,               0.995,              0.7787,             0.01687,           0.0041626,          0.00098541,            0.003664,            0.003664,            0.003664
                 194,            0.022715,           0.0098374,           0.0033368,              0.9824,                   1,               0.995,             0.81746,            0.016036,           0.0041576,          0.00097189,            0.003631,            0.003631,            0.003631
                 195,            0.023949,           0.0093162,           0.0040944,             0.98231,                   1,               0.995,             0.80664,            0.016296,           0.0044282,          0.00094371,            0.003598,            0.003598,            0.003598
                 196,            0.023662,           0.0097999,           0.0030318,             0.98313,                   1,               0.995,             0.77876,            0.016933,           0.0044802,           0.0009701,            0.003565,            0.003565,            0.003565
                 197,            0.023895,           0.0090287,           0.0040472,             0.98423,                   1,               0.995,             0.78241,            0.017602,           0.0042076,          0.00097861,            0.003532,            0.003532,            0.003532
                 198,            0.023944,           0.0090464,            0.003737,             0.98387,                   1,               0.995,             0.75926,            0.019566,           0.0042918,          0.00094897,            0.003499,            0.003499,            0.003499
                 199,            0.024784,           0.0099968,           0.0040525,              0.9831,                   1,               0.995,             0.82708,            0.015723,           0.0040285,          0.00092822,            0.003466,            0.003466,            0.003466
                 200,            0.023557,           0.0095276,           0.0035768,             0.98385,                   1,               0.995,             0.83074,            0.015141,           0.0039964,          0.00091356,            0.003433,            0.003433,            0.003433
                 201,            0.022902,           0.0098712,           0.0037047,             0.98451,                   1,               0.995,             0.80512,            0.015726,           0.0040923,          0.00091074,              0.0034,              0.0034,              0.0034
                 202,            0.022034,           0.0086904,           0.0028699,             0.98522,                   1,               0.995,              0.7819,            0.016792,           0.0041882,          0.00091345,            0.003367,            0.003367,            0.003367
                 203,            0.024161,           0.0080546,           0.0047672,             0.98648,                   1,               0.995,             0.80151,            0.017296,           0.0042043,          0.00094929,            0.003334,            0.003334,            0.003334
                 204,            0.023235,            0.010097,           0.0038106,             0.98538,                   1,               0.995,             0.77735,            0.017603,           0.0042209,          0.00096967,            0.003301,            0.003301,            0.003301
                 205,            0.023479,           0.0091007,           0.0043163,             0.98376,                   1,               0.995,             0.80925,            0.016992,           0.0040631,          0.00096045,            0.003268,            0.003268,            0.003268
                 206,            0.022226,           0.0091056,            0.003545,             0.98324,                   1,               0.995,             0.80639,            0.016845,           0.0040224,          0.00094314,            0.003235,            0.003235,            0.003235
                 207,            0.022588,           0.0087846,           0.0030719,             0.98183,                   1,               0.995,             0.80728,            0.016263,           0.0040093,           0.0008793,            0.003202,            0.003202,            0.003202
                 208,            0.023323,           0.0089816,           0.0040831,             0.98092,                   1,               0.995,             0.76952,            0.017505,           0.0041346,          0.00082823,            0.003169,            0.003169,            0.003169
                 209,            0.023107,           0.0097439,           0.0036515,             0.98215,                   1,               0.995,             0.79123,            0.018577,             0.00415,          0.00085115,            0.003136,            0.003136,            0.003136
                 210,            0.021791,           0.0083646,           0.0025287,             0.98326,                   1,               0.995,              0.7351,            0.021344,           0.0042148,          0.00082147,            0.003103,            0.003103,            0.003103
                 211,             0.02368,           0.0086885,           0.0035089,             0.98378,                   1,               0.995,             0.75689,            0.020032,           0.0042021,          0.00084404,             0.00307,             0.00307,             0.00307
                 212,            0.023094,           0.0087884,           0.0028768,             0.98283,                   1,               0.995,             0.80309,            0.018241,           0.0040815,          0.00086213,            0.003037,            0.003037,            0.003037
                 213,            0.023474,             0.00861,           0.0036058,             0.98238,                   1,               0.995,             0.79177,            0.016495,           0.0040871,          0.00084229,            0.003004,            0.003004,            0.003004
                 214,            0.021107,           0.0093361,           0.0031425,             0.98347,                   1,               0.995,             0.81096,            0.015796,           0.0039972,          0.00085781,            0.002971,            0.002971,            0.002971
                 215,            0.022822,           0.0081846,           0.0029351,             0.98449,                   1,               0.995,              0.8119,            0.015845,           0.0040786,          0.00083857,            0.002938,            0.002938,            0.002938
                 216,            0.023382,            0.010325,           0.0031227,             0.98417,                   1,               0.995,             0.83899,            0.015093,           0.0039517,          0.00086968,            0.002905,            0.002905,            0.002905
                 217,            0.021476,           0.0086377,           0.0032519,             0.98343,                   1,               0.995,             0.82253,            0.015572,           0.0039733,          0.00091274,            0.002872,            0.002872,            0.002872
                 218,            0.022489,           0.0092817,           0.0029902,             0.98328,                   1,               0.995,             0.83008,            0.015738,           0.0039517,           0.0009063,            0.002839,            0.002839,            0.002839
                 219,            0.021738,           0.0086319,            0.003029,             0.98218,                   1,               0.995,             0.84081,            0.014281,           0.0039378,          0.00087397,            0.002806,            0.002806,            0.002806
                 220,            0.022414,           0.0093643,           0.0036618,             0.98279,                   1,               0.995,             0.85459,            0.013365,           0.0039584,          0.00082669,            0.002773,            0.002773,            0.002773
                 221,            0.022371,           0.0097143,           0.0034753,               0.982,                   1,               0.995,             0.83277,            0.014712,           0.0040091,          0.00080681,             0.00274,             0.00274,             0.00274
                 222,            0.021308,           0.0091082,           0.0024743,             0.98137,                   1,               0.995,             0.84106,            0.014479,           0.0040303,          0.00080813,            0.002707,            0.002707,            0.002707
                 223,            0.021288,           0.0093802,           0.0030655,             0.98119,                   1,               0.995,             0.84831,             0.01445,           0.0040915,          0.00078331,            0.002674,            0.002674,            0.002674
                 224,             0.02217,           0.0088938,           0.0029779,             0.98064,                   1,               0.995,             0.82858,             0.01564,           0.0041747,          0.00075009,            0.002641,            0.002641,            0.002641
                 225,            0.021263,           0.0096228,           0.0026594,             0.97897,                   1,               0.995,             0.77895,            0.016785,           0.0042275,          0.00074065,            0.002608,            0.002608,            0.002608
                 226,            0.021171,           0.0079915,           0.0039272,             0.97831,                   1,               0.995,             0.82596,            0.015103,            0.003938,          0.00074422,            0.002575,            0.002575,            0.002575
                 227,            0.021367,             0.00929,           0.0034836,             0.97894,                   1,               0.995,             0.81569,            0.016791,           0.0038725,          0.00074401,            0.002542,            0.002542,            0.002542
                 228,            0.020867,           0.0088935,           0.0030767,             0.98113,                   1,               0.995,             0.86297,            0.014407,           0.0037027,          0.00073231,            0.002509,            0.002509,            0.002509
                 229,            0.021142,           0.0087618,           0.0023897,              0.9822,                   1,               0.995,             0.84674,            0.014289,           0.0036969,            0.000714,            0.002476,            0.002476,            0.002476
                 230,            0.020127,           0.0086894,           0.0031244,             0.98286,                   1,               0.995,             0.86026,            0.014455,           0.0036765,          0.00071329,            0.002443,            0.002443,            0.002443
                 231,            0.021735,           0.0083134,           0.0049003,              0.9844,                   1,               0.995,             0.85929,            0.014044,           0.0036425,          0.00072409,             0.00241,             0.00241,             0.00241
                 232,            0.019431,           0.0089565,           0.0021933,             0.98494,                   1,               0.995,               0.844,            0.013484,           0.0035568,          0.00072434,            0.002377,            0.002377,            0.002377
                 233,            0.020093,           0.0087105,            0.002912,             0.98592,                   1,               0.995,             0.86999,            0.012964,           0.0035377,          0.00074598,            0.002344,            0.002344,            0.002344
                 234,            0.020839,           0.0086814,           0.0024099,               0.986,                   1,               0.995,             0.79977,            0.014356,           0.0036338,          0.00075316,            0.002311,            0.002311,            0.002311
                 235,            0.020706,            0.008656,            0.003217,             0.98619,                   1,               0.995,             0.86126,            0.012808,           0.0035409,          0.00078835,            0.002278,            0.002278,            0.002278
                 236,            0.021353,           0.0090108,           0.0036895,             0.98704,                   1,               0.995,             0.85503,            0.012954,           0.0035975,          0.00069416,            0.002245,            0.002245,            0.002245
                 237,            0.021831,           0.0088181,           0.0033124,             0.98753,                   1,               0.995,              0.8451,            0.013025,           0.0036731,          0.00064141,            0.002212,            0.002212,            0.002212
                 238,            0.020601,           0.0079438,           0.0029436,             0.98712,                   1,               0.995,             0.83969,            0.012595,           0.0036533,          0.00062023,            0.002179,            0.002179,            0.002179
                 239,            0.019755,           0.0084916,           0.0027296,             0.98699,                   1,               0.995,             0.85265,            0.012724,           0.0036443,          0.00061555,            0.002146,            0.002146,            0.002146
                 240,            0.019657,           0.0087636,           0.0027491,             0.98745,                   1,               0.995,             0.84692,            0.012817,           0.0036292,          0.00060468,            0.002113,            0.002113,            0.002113
                 241,            0.021885,           0.0082977,            0.003016,             0.98723,                   1,               0.995,             0.87049,            0.012157,           0.0035826,          0.00060527,             0.00208,             0.00208,             0.00208
                 242,            0.019691,           0.0087433,           0.0021677,             0.98726,                   1,               0.995,             0.87079,             0.01234,           0.0037468,          0.00060598,            0.002047,            0.002047,            0.002047
                 243,            0.021048,           0.0082517,           0.0026697,             0.98722,                   1,               0.995,             0.85192,             0.01363,           0.0039253,          0.00058529,            0.002014,            0.002014,            0.002014
                 244,            0.020416,           0.0090347,           0.0034544,             0.98764,                   1,               0.995,             0.87445,            0.012731,           0.0035677,          0.00059747,            0.001981,            0.001981,            0.001981
                 245,            0.019626,           0.0080579,           0.0019078,             0.98795,                   1,               0.995,             0.83969,             0.01279,           0.0035079,          0.00059128,            0.001948,            0.001948,            0.001948
                 246,            0.018961,           0.0089736,           0.0019146,             0.98772,                   1,               0.995,             0.87795,            0.012076,           0.0034128,          0.00057889,            0.001915,            0.001915,            0.001915
                 247,            0.020024,           0.0082425,           0.0019966,             0.98729,                   1,               0.995,             0.87696,             0.01214,           0.0034182,          0.00057712,            0.001882,            0.001882,            0.001882
                 248,            0.018843,           0.0085726,           0.0023321,             0.98696,                   1,               0.995,             0.87866,            0.011802,           0.0033906,          0.00058147,            0.001849,            0.001849,            0.001849
                 249,            0.019718,           0.0096192,           0.0028412,             0.98651,                   1,               0.995,             0.85084,            0.013124,           0.0035427,           0.0005849,            0.001816,            0.001816,            0.001816
                 250,            0.020172,           0.0096749,            0.003468,             0.98641,                   1,               0.995,             0.85713,            0.013515,           0.0035278,          0.00058569,            0.001783,            0.001783,            0.001783
                 251,            0.018821,            0.008132,            0.001785,             0.98583,                   1,               0.995,             0.83894,            0.013089,           0.0034638,          0.00057789,             0.00175,             0.00175,             0.00175
                 252,            0.020285,           0.0082547,           0.0022868,             0.98633,                   1,               0.995,             0.83359,             0.01274,             0.00352,          0.00057771,            0.001717,            0.001717,            0.001717
                 253,             0.02004,           0.0086976,           0.0017339,             0.98625,                   1,               0.995,             0.86705,            0.012157,            0.003523,          0.00058515,            0.001684,            0.001684,            0.001684
                 254,            0.020164,           0.0078839,           0.0023916,             0.98592,                   1,               0.995,             0.85279,            0.013093,           0.0035355,          0.00057485,            0.001651,            0.001651,            0.001651
                 255,            0.019929,           0.0088118,           0.0028924,              0.9849,                   1,               0.995,               0.885,            0.011617,           0.0034744,          0.00057389,            0.001618,            0.001618,            0.001618
                 256,            0.020339,           0.0087813,           0.0028566,             0.98302,                   1,               0.995,             0.85508,            0.011824,            0.003579,          0.00057335,            0.001585,            0.001585,            0.001585
                 257,            0.019362,           0.0081292,            0.002312,             0.98322,                   1,               0.995,             0.85811,            0.012169,           0.0037615,          0.00056602,            0.001552,            0.001552,            0.001552
                 258,            0.019128,           0.0080706,           0.0015789,             0.98332,                   1,               0.995,             0.86389,            0.012089,           0.0036948,          0.00055697,            0.001519,            0.001519,            0.001519
                 259,            0.020054,           0.0078157,           0.0027242,             0.98368,                   1,               0.995,             0.84979,            0.012677,           0.0036846,          0.00054492,            0.001486,            0.001486,            0.001486
                 260,            0.020085,           0.0084971,            0.002278,              0.9842,                   1,               0.995,             0.84734,            0.012379,           0.0035778,          0.00052457,            0.001453,            0.001453,            0.001453
                 261,            0.018397,           0.0084007,           0.0015414,             0.98422,                   1,               0.995,             0.84093,            0.012857,           0.0035994,          0.00051134,             0.00142,             0.00142,             0.00142
                 262,            0.018893,           0.0079328,           0.0017477,             0.98416,                   1,               0.995,             0.86664,            0.012318,           0.0035603,          0.00051123,            0.001387,            0.001387,            0.001387
                 263,            0.019694,           0.0088222,           0.0032235,             0.98432,                   1,               0.995,              0.8626,            0.011753,           0.0035123,          0.00048784,            0.001354,            0.001354,            0.001354
                 264,            0.019877,           0.0079784,           0.0024194,             0.98461,                   1,               0.995,             0.87923,            0.011285,           0.0035037,           0.0004782,            0.001321,            0.001321,            0.001321
                 265,            0.019348,           0.0079341,           0.0035222,             0.98424,                   1,               0.995,             0.85878,            0.011669,           0.0034908,          0.00046785,            0.001288,            0.001288,            0.001288
                 266,            0.018951,           0.0089064,           0.0017414,             0.98422,                   1,               0.995,             0.86946,            0.012113,           0.0034771,          0.00046111,            0.001255,            0.001255,            0.001255
                 267,            0.018036,            0.007972,           0.0014795,             0.98476,                   1,               0.995,             0.87466,            0.011174,           0.0034434,          0.00045918,            0.001222,            0.001222,            0.001222
                 268,            0.018319,           0.0079958,           0.0022521,             0.98514,                   1,               0.995,             0.87284,            0.011148,           0.0034337,           0.0004605,            0.001189,            0.001189,            0.001189
                 269,            0.019712,           0.0089634,           0.0026612,             0.98567,                   1,               0.995,             0.85891,            0.012026,           0.0034894,          0.00044693,            0.001156,            0.001156,            0.001156
                 270,             0.01977,           0.0088063,           0.0025038,             0.98592,                   1,               0.995,             0.85765,            0.011938,           0.0034924,          0.00043611,            0.001123,            0.001123,            0.001123
                 271,            0.018799,           0.0076601,           0.0026069,              0.9861,                   1,               0.995,             0.85693,            0.012591,           0.0034752,          0.00042347,             0.00109,             0.00109,             0.00109
                 272,            0.018092,           0.0082294,           0.0024546,             0.98646,                   1,               0.995,             0.84991,             0.01221,           0.0034205,          0.00041369,            0.001057,            0.001057,            0.001057
                 273,            0.018567,           0.0088649,           0.0022142,             0.98686,                   1,               0.995,              0.8694,            0.012255,           0.0033842,          0.00041093,            0.001024,            0.001024,            0.001024
                 274,            0.019195,           0.0078904,           0.0041634,             0.98673,                   1,               0.995,             0.88686,            0.011545,           0.0033677,          0.00041179,            0.000991,            0.000991,            0.000991
                 275,            0.018124,            0.008188,           0.0019808,             0.98642,                   1,               0.995,              0.8683,            0.011279,           0.0033856,          0.00041594,            0.000958,            0.000958,            0.000958
                 276,            0.018706,             0.00758,           0.0023497,             0.98637,                   1,               0.995,               0.848,            0.012983,           0.0034497,          0.00041127,            0.000925,            0.000925,            0.000925
                 277,            0.018145,           0.0078309,           0.0015263,             0.98639,                   1,               0.995,             0.85177,            0.012009,           0.0034045,          0.00041277,            0.000892,            0.000892,            0.000892
                 278,            0.018439,           0.0088178,           0.0024838,             0.98627,                   1,               0.995,             0.88156,            0.011641,           0.0033699,          0.00040475,            0.000859,            0.000859,            0.000859
                 279,            0.017958,           0.0084561,           0.0023332,             0.98665,                   1,               0.995,             0.88261,            0.011481,           0.0033397,          0.00039657,            0.000826,            0.000826,            0.000826
                 280,            0.019452,           0.0083987,           0.0029426,             0.98693,                   1,               0.995,             0.88326,            0.011689,           0.0033266,          0.00038885,            0.000793,            0.000793,            0.000793
                 281,            0.018157,           0.0070958,           0.0017418,             0.98708,                   1,               0.995,              0.8701,            0.011826,           0.0032996,           0.0003872,             0.00076,             0.00076,             0.00076
                 282,            0.018972,           0.0073756,           0.0017389,             0.98639,                   1,               0.995,             0.87543,            0.011515,           0.0032677,           0.0003916,            0.000727,            0.000727,            0.000727
                 283,            0.018639,           0.0085199,           0.0027399,             0.98619,                   1,               0.995,             0.87354,              0.0118,           0.0032835,          0.00039107,            0.000694,            0.000694,            0.000694
                 284,             0.01784,           0.0083347,           0.0022886,             0.98521,                   1,               0.995,             0.88831,            0.011244,           0.0032784,          0.00038295,            0.000661,            0.000661,            0.000661
                 285,            0.017469,           0.0081504,           0.0021627,             0.98494,                   1,               0.995,             0.87526,            0.011789,           0.0033254,          0.00038211,            0.000628,            0.000628,            0.000628
                 286,            0.019118,           0.0075463,           0.0031657,             0.98555,                   1,               0.995,               0.888,            0.011124,           0.0032631,          0.00038218,            0.000595,            0.000595,            0.000595
                 287,            0.017743,           0.0082492,            0.002209,             0.98633,                   1,               0.995,             0.88398,            0.011164,           0.0032768,          0.00037701,            0.000562,            0.000562,            0.000562
                 288,            0.017622,           0.0074181,           0.0012885,             0.98692,                   1,               0.995,              0.8784,            0.011699,            0.003329,          0.00037608,            0.000529,            0.000529,            0.000529
                 289,             0.01953,           0.0084166,           0.0022806,             0.98663,                   1,               0.995,             0.86987,            0.011568,           0.0033278,          0.00036723,            0.000496,            0.000496,            0.000496
                 290,            0.018056,           0.0078456,           0.0029993,             0.98644,                   1,               0.995,              0.8793,            0.011563,           0.0032957,           0.0003658,            0.000463,            0.000463,            0.000463
                 291,            0.019221,           0.0086859,           0.0028254,             0.98634,                   1,               0.995,             0.86918,            0.011669,           0.0032887,          0.00036673,             0.00043,             0.00043,             0.00043
                 292,            0.018175,           0.0074203,           0.0018035,             0.98649,                   1,               0.995,             0.88282,            0.011002,           0.0032162,          0.00036516,            0.000397,            0.000397,            0.000397
                 293,            0.018069,           0.0080551,           0.0022156,             0.98663,                   1,               0.995,             0.89551,            0.011051,           0.0032148,          0.00036389,            0.000364,            0.000364,            0.000364
                 294,            0.018379,           0.0075255,           0.0018731,             0.98657,                   1,               0.995,             0.88431,            0.011141,           0.0032254,           0.0003634,            0.000331,            0.000331,            0.000331
                 295,            0.018573,           0.0082381,           0.0023291,             0.98631,                   1,               0.995,             0.89064,            0.011129,           0.0032476,          0.00036292,            0.000298,            0.000298,            0.000298
                 296,            0.018159,           0.0078029,           0.0020664,             0.98626,                   1,               0.995,             0.88694,            0.011105,           0.0032669,          0.00035892,            0.000265,            0.000265,            0.000265
                 297,            0.017298,           0.0081929,           0.0022336,             0.98628,                   1,               0.995,             0.88719,            0.011136,           0.0032869,          0.00035609,            0.000232,            0.000232,            0.000232
                 298,            0.017665,           0.0077484,            0.002585,             0.98653,                   1,               0.995,             0.87989,            0.011228,           0.0032907,          0.00035464,            0.000199,            0.000199,            0.000199
                 299,            0.017604,           0.0079289,           0.0024128,             0.98658,                   1,               0.995,             0.87954,            0.011291,           0.0032752,          0.00035495,            0.000166,            0.000166,            0.000166
